id,node_id,name,full_name,private,owner,html_url,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,visibility,forks,open_issues,watchers,default_branch,score,organization,readme,contributors,manual_label,prediction_nn,prediction,release_downloads,code_of_conduct,contributing,security_policy,issue_templates,pull_request_template,subscribers_count,,,
331126974,MDEwOlJlcG9zaXRvcnkzMzExMjY5NzQ=,cs291a_project2_template,Justin-Nilsen/cs291a_project2_template,0,Justin-Nilsen,https://github.com/Justin-Nilsen/cs291a_project2_template,,0,2021-01-19 22:29:39+00:00,2021-01-19 22:29:46+00:00,2021-01-19 22:29:42+00:00,,1,0,0,Ruby,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"# Project 2 Template

## Initial Set up

The following steps should only need to be done once:

### Set Environment Variable

Add the following to your `.bash_profile` script, or similar for your shell:

```sh
# If your ucsb email is user@ucsb.edu, then YOUR_ACCOUNT_NAME is user
#
# Note: If you have an underscore in your account name, please replace with a hypen.
export CS291_ACCOUNT=YOUR_ACCOUNT_NAME
```

### Install `gcloud` tool

Follow the instructions here:
https://cloud.google.com/sdk/docs/#install_the_latest_cloud_tools_version_cloudsdk_current_version

### Authenticate with Google

Make sure you select your `@ucsb.edu` account when authenticating.

```sh
gcloud auth login
```

### Verify the above works

```sh
gcloud projects describe cs291a
```

The above should produce the following output:

```
createTime: '2020-12-29T18:55:55.506Z'
lifecycleState: ACTIVE
name: cs291a
parent:
  id: '254441457261'
  type: folder
projectId: cs291a
projectNumber: '318955983951'
```

### Create Application Default Credentials

Again, make sure you select your @ucsb.edu account when authenticating.

```sh
gcloud auth application-default login
```

### Install Docker

Follow the instructions here: https://www.docker.com/products/docker-desktop

### Link Docker and Gcloud

```sh
gcloud auth configure-docker us.gcr.io
```

## Develop Locally

The following commands are intended to be run from within the directory
containing your project (e.g., your copy of this repository).

Edit your `app.rb` file however you want then follow the next two steps to test your
application:

### Build Container

```sh
docker build -t us.gcr.io/cs291a/project2_${CS291_ACCOUNT} .
```

### Run Locally

```sh
docker run -it --rm \
  -p 3000:3000 \
  -v ~/.config/gcloud/application_default_credentials.json:/root/.config/gcloud/application_default_credentials.json \
  us.gcr.io/cs291a/project2_${CS291_ACCOUNT}
```

### Test Using CURL

```sh
curl -D- localhost:3000/
```

The default application should provide output that looks like the following:

```http
HTTP/1.1 200 OK
Content-Type: text/html;charset=utf-8
X-XSS-Protection: 1; mode=block
X-Content-Type-Options: nosniff
X-Frame-Options: SAMEORIGIN
Content-Length: 12

Hello World
```

## Production Deployment

Each time you want to deploy your application to Google Cloud Run, perform the
following two steps:

### Push Container to Google Container Registry

```sh
docker push us.gcr.io/cs291a/project2_${CS291_ACCOUNT}
```

### Deploy to Google Cloud Run

```sh
gcloud beta run deploy \
  --allow-unauthenticated \
  --concurrency 80 \
  --image us.gcr.io/cs291a/project2_${CS291_ACCOUNT} \
  --memory 128Mi \
  --platform managed \
  --project cs291a \
  --region us-central1 \
  --service-account project2@cs291a.iam.gserviceaccount.com \
  --set-env-vars RACK_ENV=production \
  ${CS291_ACCOUNT}
```

The last line of output should look similar to the following:

```
Service [{ACCOUNT_NAME}] revision [{ACCOUNT_NAME}-00018] has been deployed and is serving 100 percent of traffic at https://{ACCOUNT_NAME}-66egyap56q-uc.a.run.app
```

### View Logs

1. Browse to: https://console.cloud.google.com/run?project=cs291a

2. Click on the service with your ACCOUNT_NAME

3. Click on ""LOGS""

4. Browse logs, and consider changing the filter to ""Warning"" to find more pressing issues.

## Resources

- https://cloud.google.com/run/docs/quickstarts/build-and-deploy
- https://googleapis.dev/ruby/google-cloud-storage/latest/index.html

## Possible Errors

### invalid reference format

Re-run the `export` command.
",['Justin-Nilsen'],1,,0.83,0,,,,,,1,,,
236874501,MDEwOlJlcG9zaXRvcnkyMzY4NzQ1MDE=,lab04-sssaaaaaarrra,ucsb-cs56-w20/lab04-sssaaaaaarrra,0,ucsb-cs56-w20,https://github.com/ucsb-cs56-w20/lab04-sssaaaaaarrra,,0,2020-01-29 00:36:16+00:00,2020-01-30 00:43:09+00:00,2020-01-30 00:43:06+00:00,,368,0,0,Java,1,1,1,1,1,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,1,"# STARTER_lab04

Starter code for: <https://ucsb-cs56.github.io/w20/lab/lab04/>

* Sara Mandic sssaaaaaarrra
* github:<https://github.com/ucsb-cs56-w20/lab04-sssaaaaaarrra/>
* javadoc:<https://ucsb-cs56-w20.github.io/lab04-sssaaaaaarrra/apidocs/>
* javadoc tests: <https://ucsb-cs56-w20.github.io/lab04-sssaaaaaarrra/testapidocs/>

",['pconrad'],1,,0.79,0,,,,,,0,,,
704081354,R_kgDOKfdtyg,Yifanz,YifanZhang714/Yifanz,0,YifanZhang714,https://github.com/YifanZhang714/Yifanz,"Yifan Zhang, Graduated from University of California, Santa Barbara in FMS major, is attending the MSBA program in Brandeis International Business School",0,2023-10-12 13:52:19+00:00,2023-10-14 01:40:47+00:00,2023-10-14 01:52:45+00:00,,4,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,"# Yifanz
# Zhaoyi Xie


#Here is my update
#Yifan Zhang, who graduated from the University of California, Santa Barbara, with three internships in GanZhou Aluminum， Plum Adventure, and JP Morgan & Co, is attending the MSBA program at Brandeis University International Business School.

#Zhaoyi Xie, who graduated from Colorado University Boulder, is attending the MSBA program at Brandeis University International Business School.
","['YifanZhang714', 'JoeyXie-SZSR']",1,,0.71,0,,,,,,1,,,
144201218,MDEwOlJlcG9zaXRvcnkxNDQyMDEyMTg=,sparkjava-01,ucsb-cs56-pconrad/sparkjava-01,0,ucsb-cs56-pconrad,https://github.com/ucsb-cs56-pconrad/sparkjava-01,,0,2018-08-09 20:36:36+00:00,2021-09-06 20:29:54+00:00,2018-10-10 20:12:20+00:00,,1909,1,1,Java,1,1,1,1,1,0,95,0,0,1,mit,1,0,0,public,95,1,1,master,1,1,"# sparkjava-01

The simplest possible SparkJava web app (Hello World)

* [javadocs](https://ucsb-cs56-pconrad.github.io/sparkjava-01/apidocs/index.html)
* [web page generated by Maven (NOT THE WEB APP)](https://ucsb-cs56-pconrad.github.io/sparkjava-01/index.html).  This is simply documentation automatically generated by Maven, not the actual running web app.


# To use

| To do this | Do this |
| -----------|-----------|
| run the program | Type `mvn exec:java`.  Visit the web page it indicates in the message |
| check that edits to the pom.xml file are valid | Type `mvn validate` |
| clean up so you can recompile everything  | Type `mvn clean` |
| edit the source code for the app | edit files in `src/main/java`.<br>Under that the directories for the package are `edu/ucsb/cs56/pconrad`  |
| edit the source code for the app | edit files in `src/test/java`.<br>Under that the directories for the package are `edu/ucsb/cs56/pconrad`  |
| compile    | Type `mvn compile` |
| run junit tests | Type `mvn test` |
| build the website, including javadoc | Type `mvn site-deploy` then look in either `target/site/apidocs/index.html`  |
| copy the website to `/docs` for publishing via github-pages | Type `mvn site-deploy` then look for javadoc in `docs/apidocs/index.html` |	
| make a jar file | Type `mvn package` and look in `target/*.jar` |

| run the main in the jar file | Type `java -jar target/sparkjava-demo-01-1.0-jar-with-dependencies.jar ` |
| change which main gets run by the jar | Edit the `<mainClass>` element in `pom.xml` |
",['pconrad'],1,,0.81,0,,,,,,1,,,
475616070,R_kgDOHFlTRg,just-the-class,martinsolent/just-the-class,0,martinsolent,https://github.com/martinsolent/just-the-class,,0,2022-03-29 20:52:27+00:00,2022-03-29 21:41:27+00:00,2022-10-24 13:34:04+00:00,https://martinsolent.github.io/just-the-class/,44,0,0,HTML,1,1,1,1,1,0,0,0,0,0,mit,1,0,0,public,0,0,0,main,1,,"---
layout: home
title: Just the Class
nav_exclude: true
permalink: index.html
seo:
  type: Course
  name: Just the Class
---

# Just the Class

Just the Class is a GitHub Pages template developed for the purpose of quickly deploying course websites. In addition to serving plain web pages and files, it provides a boilerplate for:

- [announcements](announcements.md),
- a [course calendar](calendar.md),
- a [staff](staff.md) page,
- and a weekly [schedule](schedule.md).

Just the Class is a template that extends the popular [Just the Docs](https://github.com/just-the-docs/just-the-docs) theme, which provides a robust and thoroughly-tested foundation for your website. Just the Docs include features such as:

- automatic [navigation structure](https://just-the-docs.github.io/just-the-docs/docs/navigation-structure/),
- instant, full-text [search](https://just-the-docs.github.io/just-the-docs/docs/search/) and page indexing,
- and a set of [UI components](https://just-the-docs.github.io/just-the-docs/docs/ui-components) and authoring [utilities](https://just-the-docs.github.io/just-the-docs/docs/utilities).

## Getting Started

Getting started with Just the Class is simple.

1. Create a [new repository based on Just the Class](https://github.com/kevinlin1/just-the-class/generate).
1. Update `_config.yml` and `README.md` with your course information. [Be sure to update the url and baseurl](https://mademistakes.com/mastering-jekyll/site-url-baseurl/).
1. Configure a [publishing source for GitHub Pages](https://help.github.com/en/articles/configuring-a-publishing-source-for-github-pages). Your course website is now live!
1. Edit and create `.md` [Markdown files](https://guides.github.com/features/mastering-markdown/) to add more content pages.

Just the Class has been used by instructors at Stanford University ([CS 161](https://stanford-cs161.github.io/winter2021/)), UC Berkeley ([Data 100](https://ds100.org/fa21/)), UC Santa Barbara ([DS1](https://ucsb-ds.github.io/ds1-f20/)), Northeastern University ([CS4530/5500](https://neu-se.github.io/CS4530-CS5500-Spring-2021/)), and Carnegie Mellon University ([17-450/17-950](https://cmu-crafting-software.github.io/)). Share your course website and find more examples in the [show and tell discussion](https://github.com/kevinlin1/just-the-class/discussions/categories/show-and-tell)!

### Local development environment

Just the Class requires no special Jekyll plugins and can run on GitHub Pages' standard Jekyll compiler. To setup a local development environment, clone your template repository and follow the GitHub Docs on [Testing your GitHub Pages site locally with Jekyll](https://docs.github.com/en/pages/setting-up-a-github-pages-site-with-jekyll/testing-your-github-pages-site-locally-with-jekyll).
",['martinsolent'],1,,0.85,0,,,,"blank_issues_enabled: false
contact_links:
  - name: Ask a question
    url: https://github.com/kevinlin1/just-the-class/discussions
    about: Ask questions and discuss with other community members
",,1,,,
663388825,R_kgDOJ4qCmQ,UCSB-Bite----Redesign,LuckDuracell/UCSB-Bite----Redesign,0,LuckDuracell,https://github.com/LuckDuracell/UCSB-Bite----Redesign,,0,2023-07-07 07:24:13+00:00,2023-07-07 07:24:29+00:00,2023-07-07 07:24:23+00:00,,2408,0,0,Swift,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,,['LuckDuracell'],0,,0.75,0,,,,,,1,,,
42734478,MDEwOlJlcG9zaXRvcnk0MjczNDQ3OA==,extract-chi,jdunic/extract-chi,0,jdunic,https://github.com/jdunic/extract-chi,,0,2015-09-18 16:41:01+00:00,2015-09-18 16:43:42+00:00,2015-09-18 16:43:41+00:00,,140,0,0,R,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"# extract-chi

This repository contains code that allows cumulative human impact values to be extracted from geotiffs. More information about the dataset can be found here: [https://www.nceas.ucsb.edu/globalmarine](https://www.nceas.ucsb.edu/globalmarine). 
",['jdunic'],0,,0.72,0,,,,,,1,,,
914583694,R_kgDONoNwjg,eds-232-discussion,silkieMoth/eds-232-discussion,0,silkieMoth,https://github.com/silkieMoth/eds-232-discussion,All discussion assignments for eds 232 at UCSB.,0,2025-01-09 22:08:27+00:00,2025-03-04 23:27:35+00:00,2025-03-04 23:27:32+00:00,,2360,0,0,Jupyter Notebook,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,"# eds-232-discussion
All discussion assignments for eds 232 at UCSB.
",['silkieMoth'],1,,0.72,0,,,,,,1,,,
693865872,R_kgDOKVuNkA,d18O_lags,devinrand/d18O_lags,0,devinrand,https://github.com/devinrand/d18O_lags,,0,2023-09-19 21:48:44+00:00,2025-01-22 19:26:25+00:00,2025-01-22 19:26:16+00:00,,252736,1,1,MATLAB,1,1,1,1,0,0,1,0,0,0,,1,0,0,public,1,0,1,master,1,,"**Package to calculate benthic d18O lags using methodology published in Rand et al., (2024). This package can be used to calculate lags between:** 
  1. radiocarbon and benthic d18O age models
  2. radiocarbon and synthetic d18O age models (Gebbie, 2012)
  3. benthic d18O stacks (using a Bayesian inversion).

To reproduce results from Rand et al., (2024) or Rand, (2024) enter the number 1-8 on line 20 of main.m. The corresponding run is indicated in the comments on line 10-17.

**BIGMACS_inputs and BIGMACS_outputs contain the BIGMACS input/output files for the:**
  1. Brazil Margin (Rand et al., 2024)
  2. Atlantic compilation (Rand, 2024)
  3. Iberian Margin vs Equatorial Pacific (Rand, 2024) 

**Description of functions saved in the scripts folder:**
  1. NaN_check: removes time-slices if the percentage of MCMC samples that require extrapolation are greater than the specified critical value.
  2. Analytical: Applies Bayesian inversion to calculate lag between two stacks drawn with a Gaussian process regression (described in Rand, 2024).
  3. calc_lag_diff: finds difference between 2 lag stacks
  4. calc_lag_stack: calculates average of multiple lag time-series
  5. calculate_lag: finds the age difference between radiocarbon and d18O age models by interpolating and subtracting MCMC samples.
  6. calculate_lag_gebbie: calculates time difference between the aligned synthetic d18O and model time.

**Citations:**

Rand, D., L. E. Lisiecki, T. Lee, C. W. Lawrence, and G. Gebbie. ""Quantifying benthic δ18O lags across Termination 1: A probabilistic approach based on     radiocarbon and benthic δ18O chronologies."" Geochemistry, Geophysics, Geosystems 25, no. 2 (2024): e2023GC011068.

Lee, Taehee, Devin Rand, Lorraine E. Lisiecki, Geoffrey Gebbie, and Charles Lawrence. ""Bayesian age models and stacks: combining age inferences from radiocarbon and benthic δ 18 O stratigraphic alignment."" Climate of the Past 19, no. 10 (2023): 1993-2012.

Rand, Devin Scott. ""Ocean Sediment Core Age Models, Stacks, and Benthic Foraminiferal δ18O Lags."" PhD diss., UC Santa Barbara, 2023.

Gebbie, Geoffrey. ""Tracer transport timescales and the observed Atlantic‐Pacific lag in the timing of the Last Termination."" Paleoceanography 27, no. 3 (2012).
Harvard        

",['devinrand'],1,,0.65,0,,,,,,2,,,
43238892,MDEwOlJlcG9zaXRvcnk0MzIzODg5Mg==,UCSB,ravikumarsureshbabu/UCSB,0,ravikumarsureshbabu,https://github.com/ravikumarsureshbabu/UCSB,Code done @ UCSB,0,2015-09-27 07:54:46+00:00,2015-09-27 08:14:41+00:00,2015-09-27 08:14:40+00:00,,124,0,0,C,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"# UCSB
",[],1,,0.81,0,,,,,,1,,,
923599180,R_kgDONw0BTA,PNAS-WBGT-fertility-Nigeria,nbrooks09/PNAS-WBGT-fertility-Nigeria,0,nbrooks09,https://github.com/nbrooks09/PNAS-WBGT-fertility-Nigeria,"Replication code for ""Humid-heat shifts conceptions and increases pregnancy termination risks in Nigeria"" published in PNAS 2025.",0,2025-01-28 14:39:34+00:00,2025-02-12 19:18:18+00:00,2025-02-12 19:18:14+00:00,,44,0,0,Jupyter Notebook,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,"# PNAS-WBGT-fertility-Nigeria
Replication code for ""Humid-heat shifts conceptions and increases pregnancy termination risks in Nigeria"" published in PNAS 2025.

The materials in this repository includes public data and the scripts used to produce the figures and tables appearing in the main text and supplementary information of the paper.

If you find errors in the code or have questions or suggestions, please contact Nina Brooks at nrbrooks@bu.edu.

## Organization of repository
To replicate the analysis your directory should be structured as followed:

data/raw: stores raw DHS data (see note below)

data/clean: stores clean data files for analysis

scripts/: scripts for cleaning, merging data, and analyzing data.

figures/: stores pdf figures output by analysis script.

tables/: stores latex tables produced by analysis script.

## Data
### DHS
We used Nigeria DHS data extracted from [IPUMS DHS](https://www.idhsdata.org/idhs/). DHS data is publicly available, with a registered user account. To replicate this analysis, you must first register for a DHS account and if you wish to use IPUMS DHS to extract the data, also register for an IPUMS DHS account (both free). Both IPUMS and the DHS have extensive guides and tutorials on working with the data. The [IPUMS Climate Change and Health Research Hub](https://tech.popdata.org/dhs-research-hub/) also has resources on how to import IPUMS  data into R using the `ipumsr` package. Once you have accounts, this analysis utilizes the 2008 and 2018 surveys with the fertility calendar module and the complete births history from the 1990, 2003, 2008, 2018 waves. In addition to demographic, fertility, and conceptrceptive use variables, you must also obtain access to the GPS data (which requires specific permission). 

### Heat
We estimate daily maximum shaded wet bulb globe temperature (WBGTmax) for Nigeria DHS clusters from 1983 - 2016 using CHIRTS-daily. The raw CHIRTSdaily heat record is publicly available from the University of California, Santa Barbara Climate Hazards Center at https://data.chc.ucsb.edu/products/CHIRTSdaily/. The approach to produce the WBGTmax from CHIRTSdaily is described in C Tuholske, et al., Global urban population exposure to extreme heat. *Proc. Natl. Acad. Sci.* 118, e2024792118 (2021) and the output is available at https://data.chc.ucsb.edu/people/cascade/UHE-daily/wbgtmax/. This repository contains code to extract the WBGTmax data for the Nigeria DHS clusters.

## Scripts
There are 8 scripts to reproduce the data cleaning and analysis for this paper. Note that some are python scripts and some are Rmd files.

`setup.R`: this script loads necessary R packages and defines custom functions that will be used in the subsequent scripts. 

`01_extractWBGT.py`: this code extracts the daily WBGTmax record in 5km buffer zones around each Nigeria DHS cluster.

`02_annual_avg_wbgtmax.ipynb`: this code produces the annual average WBGTmax across Nigeria used to create Figure 1.

`03_prepare_WBGTdata.Rmd`: creates monthly and annual WBGTmax (from daily record) for each DHS cluster.

`04_import_clean_DHS.Rmd`: imports IPUMS DHS data (from `data/raw`) and cleans variables for analysis. Creates woman-level data, woman-month (from calendar), and the unbalanced panel of births and saves them to `data/clean'.

`05_merge_heat_DHS.Rmd`: merges WBGTmax with all dhs datasets. specifically, merges heat and woman-month calendar data to create survival structured data for discrete-time analysis, merges heat with woman-month calendar to create annual pregnancy-level data, merges heat with birth panel to create annual births datasets.

`06_makeFig1_Nigeria_AvgHeat83-2016.ipynb`: this script creates the map of annual average WBGT and change across Nigeria from 1983-2016.

`07_run_analysis_heat_fertility.Rmd`: runs all analysis, including supplementary analysis, and outputs figures and tables from main paper and SI.
","['nbrooks09', 'cascadet']",0,,0.61,0,,,,,,1,,,
464328179,R_kgDOG60V8w,ultimate_Cache,markoristicc/ultimate_Cache,0,markoristicc,https://github.com/markoristicc/ultimate_Cache,Final Project for W21 CS190A: Algorithmic Decision Making @ UCSB,0,2022-02-28 03:43:15+00:00,2022-02-28 19:49:49+00:00,2022-03-08 13:21:47+00:00,,76,0,0,C++,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,"# ultimate_Cache
Final Project for W21 CS190A: Algorithmic Decision Making @ UCSB
","['alexandersrioudom', 'markoristicc']",1,,0.85,0,,,,,,1,,,
491694349,R_kgDOHU6pDQ,thesis,resultsmayterry/thesis,0,resultsmayterry,https://github.com/resultsmayterry/thesis,senior thesis for ucsb econ,0,2022-05-12 23:16:19+00:00,2022-05-12 23:16:19+00:00,2022-05-12 23:16:20+00:00,,0,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,,[],1,,0.58,0,,,,,,1,,,
490344349,R_kgDOHToPnQ,asm-2022_shiny-workshop,njlyon0/asm-2022_shiny-workshop,0,njlyon0,https://github.com/njlyon0/asm-2022_shiny-workshop,Repo for All Scientists' Meeting (ASM) R Shiny workshop,0,2022-05-09 15:38:46+00:00,2024-08-22 20:17:05+00:00,2024-08-13 16:20:19+00:00,https://njlyon0.github.io/asm-2022_shiny-workshop/,17161,4,4,SCSS,1,1,1,1,1,0,0,0,0,0,cc-by-sa-4.0,1,0,0,public,0,0,4,main,1,,"# All Scientists' Meeting - R Shiny Workshop

### Team led by [Gabe De La Rosa](https://www.gabrieldelarosa.com/), [Francisco J Guerrero](https://github.com/guerrero-fj) & [Nick J Lyon](https://njlyon0.github.io/)

This repository includes all of the content for the workshop entitled **""[Shiny App for Sharing Science](https://2022lterasm.sched.com/event/13kyO/22x053-shiny-app-for-sharing-science)""** to be presented at the 2022 LTER [All Scientists' Meeting](https://lternet.edu/2022-all-scientists-meeting/).

To supplement this repository, we have created a [repository to house all of our example Shiny apps](https://github.com/njlyon0/asm-2022_shiny-workshop-examples) that we'll be coding with you all in the workshop. You can visit that repository to use the apps that are embedded in the code chunks of this website (this saves you from needing to copy/paste each code chunk into a new script yourself).

## Workshop Abstract:

R Shiny applications are a powerful way to let users explore scientific data in a curated environment. Shiny is a flexible platform that allows users to create both intricate apps and simple interfaces for sharing data with collaborators. After this workshop, attendees will be able to (1) define the fundamental structure of a Shiny app, (2) implement different user interface elements, (3) write and format useful labels and headers, and (4) learn to partition Shiny app components to create clean, concise, and easy-to-navigate apps. Workshop participants follow a guided coding session to create a demo shiny app, with an emphasis on creating an app to share and interact with scientific data. We will leverage pre-written ""example apps"" to facilitate attendees writing their own apps. Please bring a laptop computer. There will also be time set aside throughout the workshop to discuss issues and share best practices so whether you're a veteran Shiny user or have never heard of it, we welcome your participation.

## Acknowledgment

The development of this training material is supported through the Long Term Ecological Research Network Office (LNO) (NSF award numbers 1545288 and 1929393) and the National Center for Ecological Analysis and Synthesis, UC Santa Barbara.

**Citation:** Nick Lyon, Gabe De La Rosa, and Francisco J Guerrero. 2023. Shiny Apps for Sharing Science.

<br>
<hr>

<p align=""center"">
<a rel=""license"" href=""http://creativecommons.org/licenses/by/4.0/""><img alt=""Creative Commons License"" style=""border-width:0"" src=""https://i.creativecommons.org/l/by/4.0/88x31.png"" /></a><br />This work is licensed under a <a rel=""license"" href=""http://creativecommons.org/licenses/by/4.0/"">Creative Commons Attribution 4.0 International License</a>.
</p>
","['njlyon0', 'gdlr', 'guerrero-fj']",1,,0.68,0,,,,,,1,,,
14595231,MDEwOlJlcG9zaXRvcnkxNDU5NTIzMQ==,ucsb_code,manuelfs/ucsb_code,0,manuelfs,https://github.com/manuelfs/ucsb_code,Utilities to handle cfA ntuples,0,2013-11-21 17:59:32+00:00,2013-12-16 06:12:25+00:00,2013-12-16 06:12:23+00:00,,492,0,0,C++,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"ucsb_code
==========

Utilities to handle cfA ntuples.

Code may be compiled with ./compile.sh. Executables and scripts are stored in scripts directory 
and are all intended to be run from the root ucsb_code directory (i.e. not from within the scripts directory).

Repository is setup with the assumption that (assuming the repository is locally called ucsb_code) 
there is a directory ucsb_code/../data. This directory is intended to store cfA-style .root files 
containing data from cfA needed in the analysis. The directory can be filled (but not created) by running 
./scripts/make_skims.sh.
",[],1,,0.81,0,,,,,,2,,,
9265037,MDEwOlJlcG9zaXRvcnk5MjY1MDM3,cs56-games-pong,ucsb-cs56-projects/cs56-games-pong,0,ucsb-cs56-projects,https://github.com/ucsb-cs56-projects/cs56-games-pong,-,0,2013-04-06 19:03:18+00:00,2018-02-16 01:21:53+00:00,2018-03-21 22:24:05+00:00,,928,2,2,Java,1,1,1,1,0,0,12,0,0,17,,1,0,0,public,12,17,2,master,1,1,"Pong
==============

This is an implementation of the classic game Pong, with cooperative multiplayer support.

To compile and run: ""ant run"" in the main directory

There are seven game mode options that correspond to the size of the window when playing.

How To Play:
Player 1 (on the left)
  ""W"" -- Move up
  ""S"" -- Move down
  ""a"" -- grab ball (hold to grab)

Player 2 (on the right)
  up arrow -- Move up
  down arrow -- Move down
  left arrow -- grab ball (hold to grab)

Instructions:
  When the ball is stopped, Press the spacebar to activate motion.
  Try to not let the ball hit your side of the screen or you will lose a life.
  The player who wins the round, receives the total number of hits added to their score.
  Each Player has 3 lives.
  The Winner is whoever has the most lives at the end, their name will be prompted.
  If their score is in the top 5 of the High Score, then it will be saved to the High Score.


  ![](http://i.imgur.com/NAKKNhR.jpg)
  ![](http://i.imgur.com/jdCMrej.jpg)

TODO: maybe add a few more tickets, most of the existing ones wouldn't take much time to implement.  Other than that it builds and runs fine (David Coffill)

project history(Newest remarks to oldest)
===============

### Fall 2017 final remarks

`F17 Andrew Polk, Victoria Sneddon, 2PM lab`

* What the code does:
  * allows users to choose which mode of the game ""pong"" they want to play and the colors of the ball and paddles
* Features to be added:
  * AI opponent
  * Change y ball velocity when ball hits paddle
* Bugs:
  * issues with screen size for some of the modes
  * ball can get stuck behind paddle and wall collisions
  * pause text doesn't automatically show up always
* Opportunities for Refactoring:
  * code can still be better organized, neater
* Advice:
  * program for extensible
  * think about the poor future students that will have to fix your code 

### Winter 2016 final remarks

`W16: Angel Ortega, Ben Patient, 4PM lab`

* What the code does:
  * The code is a simple game of Pong for two players, with scores.
* Features that could be added:
  * AI for the paddle
  * Multiple ball modes
  * Unit-tests
* What bugs exist:
  * Pausing does not pause the paddles
* Opportunities for refactoring:
  * Make variables private, prefer to use nonstatic variables
  * Remove coupling
  * Consider builder pattern for GUI creation

### Fall 2016 final remarks
TODO:
* Add instructions for the ball grabbing feature, we implemented it so that holding ""a"" when the ball is within close range of the left paddle grabs the balls, and ""left arrow"" grabs the balls when they are in range of the right paddle.

* Fix the ball colliding with the top/bottom wall when grabbing the ball with paddle (play around with this and you will clearly see the issue)
* Fix how the game recognizes pausing when the ball is attached
* Integrate two balls with all the difficulty modes and extra balls

How To Play:
Player 1 (on the left)
  ""W"" -- Move up
  ""S"" -- Move down
  ""a"" -- grab ball (hold to grab)

Player 2 (on the right)
  up arrow -- Move up
  down arrow -- Move down
  left arrow -- grab ball (hold to grab)
  SUGGESTIONS
  Integrate grab paddle with thread so that it when the user presses either ""a"" or ""left arrow"", the game processes it right as the ball and paddle collide. (right now we are using distance which allows you to grab the ball while it isn't touching the paddle)
  Refactor how the two balls is implemented so that multiple balls will be easier to work with (in the code)

### Winter 2014 remarks
```
 W14 | bronhuston 4pm | sarahdarwiche,benjaminhartl | An implementation of the classic game Pong, with cooperative multiplayer support.
```

An implementation of the classic game Pong, with cooperative multiplayer support.

To Compile and Run:
""ant run"" in the main directory

The three difficulty options correspond to the size of the window when playing.

How To Play:
Player 1 (on the left)
  ""W"" -- Move up
  ""S"" -- Move down

Player 2 (on the right)
  up arrow -- Move up
  down arrow -- Move down

When the ball is stopped, Press the spacebar to activate motion.
Try to not let the ball hit your side of the screen or you will lose a life.
The player who wins the round, receives the total number of hits added to their score.
Each Player has 3 lives.
The Winner is whoever has the most lives at the end, their name will be prompted.
If their score is in the top 5 of the High Score, then it will be saved to the High Score.
","['joyoyoyoyoyo', 'benjaminhartl', 'bkhanijau', 'vsneddon', 'jdum66', 'joelbagan', 'zhanchengqian', 'sanchitg94', 'gonfunko', 'Lingampalli56', 'xingxinggeng', 'millanbatra1234', 'iamSamuelFu', 'kjorg50', 'dcoffill', 'pconrad', 'brianslee', 'bronhuston', 'hannavigil', 'mastergberry']",1,,0.75,0,,,,,,2,,,
110172436,MDEwOlJlcG9zaXRvcnkxMTAxNzI0MzY=,lab00-anacapa-student,anacapa-dev-class/lab00-anacapa-student,0,anacapa-dev-class,https://github.com/anacapa-dev-class/lab00-anacapa-student,,0,2017-11-09 22:16:29+00:00,2017-11-09 22:17:10+00:00,2017-11-09 22:24:08+00:00,,2,0,0,C++,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,1,"# Practice with C++ control flow

##THIS IS CHANGED 2
This comes from the following assignment in submit.cs:

https://submit.cs.ucsb.edu/form/project/627

![screenshot](/images/2.png)

![screenshot](/images/3.png)

![screenshot](/images/4.png)

![screenshot](/images/5.png)

![screenshot](/images/6.png)

![screenshot](/images/7.png)
","['wpeery', 'anacapa-student']",1,,0.76,0,,,,,,1,,,
